sensor_id,ts,soil_moisture,temperature,humidity,rainfall,irrigation_needed
sensor_2,2025-12-02T22:10:36.512886,60.735120666555304,26.7,31.7,0.05,False
sensor_3,2025-12-02T22:10:37.489382,52.14087684739082,27.5,83.7,0.0,False
sensor_1,2025-12-02T22:10:38.504840,49.037936320161755,22.7,35.4,0.05,True
sensor_2,2025-12-02T22:10:39.160413,19.201308531579592,23.0,43.6,0.0,True
sensor_3,2025-12-02T22:10:40.244003,29.388026240480123,32.8,53.2,0.64,False
sensor_1,2025-12-02T22:10:41.520525,44.90361569768834,19.3,65.3,0.05,False
sensor_2,2025-12-02T22:10:42.417838,59.35377393992896,30.9,43.3,0.0,False
sensor_3,2025-12-02T22:10:43.276919,28.989861110571095,21.1,83.2,0.0,False
sensor_1,2025-12-02T22:10:44.468787,53.714929763162004,28.3,53.6,0.37,False
sensor_2,2025-12-02T22:10:45.295372,20.27444558116911,27.1,68.5,0.0,True
sensor_3,2025-12-02T22:10:46.150633,34.946305936376284,27.4,58.9,0.94,False
sensor_1,2025-12-02T22:10:47.175378,33.019351505222566,23.7,59.3,0.0,False
sensor_2,2025-12-02T22:10:47.839324,38.10084995810081,24.1,33.0,0.75,True
sensor_3,2025-12-02T22:10:49.166325,33.39718460476964,26.5,86.9,0.0,True
sensor_1,2025-12-02T22:10:50.142384,37.103418124809146,20.6,71.8,0.53,False
sensor_2,2025-12-02T22:10:50.859305,43.10378724766622,26.9,64.5,0.49,False
sensor_3,2025-12-02T22:10:52.180698,38.5996595101081,26.6,46.7,0.64,False
sensor_1,2025-12-02T22:10:52.933677,36.824262921056096,28.6,34.8,0.0,False
sensor_2,2025-12-02T22:10:53.516248,26.19556679556728,26.5,75.8,0.71,False
sensor_3,2025-12-02T22:10:54.026104,27.8490930638283,32.5,85.5,0.4,False
sensor_1,2025-12-02T22:10:54.660195,54.52142717640852,29.5,45.4,0.0,True
sensor_2,2025-12-02T22:10:56.102830,38.83238362375811,25.0,74.3,1.18,False
sensor_3,2025-12-02T22:10:57.598420,35.75606914771612,15.8,60.7,0.52,True
sensor_1,2025-12-02T22:10:58.639360,25.149390907076025,21.7,43.2,0.46,False
sensor_2,2025-12-02T22:10:59.891006,67.70877906859062,27.2,57.0,0.65,True
sensor_3,2025-12-02T22:11:00.476990,26.566166859775024,17.4,43.4,0.01,False
sensor_1,2025-12-02T22:11:01.928775,28.327681083266548,30.4,65.7,0.0,False
sensor_2,2025-12-02T22:11:02.957221,0.0,28.1,88.6,0.0,False
sensor_3,2025-12-02T22:11:04.333175,53.425402326126324,27.0,79.3,0.0,True
sensor_1,2025-12-02T22:11:05.484867,40.50611209956566,27.5,36.1,0.42,False
sensor_2,2025-12-02T22:11:06.157644,42.906065334797745,20.1,42.8,0.5,False
sensor_3,2025-12-02T22:11:07.621669,41.97516072918835,23.6,34.7,0.6,False
sensor_1,2025-12-02T22:11:08.757806,37.63662222142041,21.9,83.2,0.01,False
sensor_2,2025-12-02T22:11:09.961055,35.43491167225069,19.9,50.3,0.0,False
sensor_3,2025-12-02T22:11:10.887183,15.947901582539465,22.1,43.5,1.07,True
sensor_1,2025-12-02T22:11:12.062255,40.07207661950298,17.6,37.3,0.16,True
sensor_2,2025-12-02T22:11:12.711902,45.44611729960057,30.6,30.4,0.0,False
sensor_3,2025-12-02T22:11:14.073027,26.258283955972622,22.5,79.2,0.83,False
sensor_1,2025-12-02T22:11:14.712479,53.71027938033111,25.2,48.8,0.12,False
sensor_2,2025-12-02T22:11:15.467781,17.663525011459438,32.5,57.2,0.0,False
sensor_3,2025-12-02T22:11:16.683511,40.69258367817153,23.6,35.4,0.0,True
sensor_1,2025-12-02T22:11:17.413689,22.11146279864356,31.3,87.7,0.46,False
sensor_2,2025-12-02T22:11:18.410873,34.30633459148738,22.7,52.4,0.0,False
sensor_3,2025-12-02T22:11:19.477887,34.19786146839512,27.2,78.9,0.03,False
sensor_1,2025-12-02T22:11:20.183635,60.25108518717361,24.3,57.5,0.0,True
sensor_2,2025-12-02T22:11:21.458671,61.677796047733494,22.5,58.6,0.0,False
sensor_3,2025-12-02T22:11:22.422551,36.77620996218426,25.8,72.3,0.0,False
sensor_1,2025-12-02T22:11:23.639840,28.163845166007196,35.5,73.0,0.0,True
sensor_2,2025-12-02T22:11:24.764040,66.96502790063792,31.1,46.2,0.65,True
sensor_3,2025-12-02T22:11:25.310653,60.471071896121344,14.2,88.7,0.16,False
sensor_1,2025-12-02T22:11:26.604281,73.4244819806815,24.7,42.5,0.0,True
sensor_2,2025-12-02T22:11:27.796456,32.952100328962366,24.0,34.7,0.0,False
sensor_3,2025-12-02T22:11:28.769284,43.47099955323152,24.7,46.5,0.0,True
sensor_1,2025-12-02T22:11:29.923853,32.97680282084019,20.3,77.5,0.13,False
sensor_2,2025-12-02T22:11:30.858447,48.845880355979055,16.0,88.9,0.0,False
sensor_3,2025-12-02T22:11:32.232764,45.25380311733113,26.5,73.5,0.32,False
sensor_1,2025-12-02T22:11:33.185170,26.334171516821364,28.5,52.6,0.0,False
sensor_2,2025-12-02T22:11:34.388250,0.0,26.5,35.1,0.8,False
sensor_3,2025-12-02T22:11:34.942621,10.878707473333396,25.0,63.9,0.82,True
sensor_1,2025-12-02T22:11:35.452034,2.991227658333962,16.2,65.1,0.93,False
sensor_2,2025-12-02T22:11:36.748657,56.696057782918615,26.4,77.4,0.0,True
sensor_3,2025-12-02T22:11:37.691758,58.78711388631223,27.5,75.1,0.8,False
sensor_1,2025-12-02T22:11:39.119277,32.98957066737634,20.9,89.8,0.0,False
sensor_2,2025-12-02T22:11:40.494262,3.205710717485516,27.8,64.6,0.0,False
sensor_3,2025-12-02T22:11:41.793132,40.10606397460218,35.3,36.1,0.0,False
sensor_1,2025-12-02T22:11:42.797678,66.6508383106633,26.3,59.0,0.08,False
