sensor_id,ts,soil_moisture,temperature,humidity,rainfall,irrigation_needed
sensor_1,2025-12-07T01:06:04.400348+00:00,49.46946823992164,16.7,45.7,0.17,False
sensor_2,2025-12-07T01:06:05.161398+00:00,42.61506031110122,22.4,34.6,0.49,False
sensor_3,2025-12-07T01:06:06.494065+00:00,30.887800670450716,27.2,77.3,0.78,False
sensor_1,2025-12-07T01:06:07.191341+00:00,44.222169657120496,18.0,86.9,0.64,False
sensor_2,2025-12-07T01:06:08.522682+00:00,40.0069198828352,26.9,54.1,0.0,False
sensor_3,2025-12-07T01:06:09.738800+00:00,46.94210225091206,31.4,55.3,0.0,False
sensor_1,2025-12-07T01:06:11.188478+00:00,37.231472034151246,27.3,31.8,0.56,False
sensor_2,2025-12-07T01:06:11.710578+00:00,43.38964639392764,27.8,72.3,0.0,False
sensor_3,2025-12-07T01:06:12.644657+00:00,39.20471175673871,22.4,30.2,1.21,False
sensor_1,2025-12-07T01:06:13.173919+00:00,58.01621495159496,31.5,75.3,1.12,False
sensor_2,2025-12-07T01:06:14.581252+00:00,27.105076859529756,32.4,82.5,0.0,True
sensor_3,2025-12-07T01:06:15.812430+00:00,55.4826697540648,33.0,38.2,0.0,False
sensor_1,2025-12-07T01:06:16.649146+00:00,41.8046683253824,18.8,80.4,0.0,False
sensor_2,2025-12-07T01:06:17.746891+00:00,40.756071725116946,27.7,86.7,0.78,False
sensor_3,2025-12-07T01:06:18.451597+00:00,79.69819024335295,17.6,42.4,0.47,False
sensor_1,2025-12-07T01:06:19.435156+00:00,52.04805285283448,23.1,59.2,0.0,False
sensor_2,2025-12-07T01:06:20.231841+00:00,16.661265019056273,27.8,81.5,0.0,True
sensor_3,2025-12-07T01:06:21.727033+00:00,49.37485205553864,24.5,50.0,0.0,False
sensor_1,2025-12-07T01:06:22.251456+00:00,30.792737351268087,29.2,75.2,0.0,False
sensor_2,2025-12-07T01:06:23.326205+00:00,39.49317203932299,23.6,44.3,0.45,False
sensor_3,2025-12-07T01:06:23.893284+00:00,38.234098062605725,26.1,81.2,0.0,False
sensor_1,2025-12-07T01:06:24.851591+00:00,52.95349757694152,22.1,78.1,0.0,False
sensor_2,2025-12-07T01:06:25.567436+00:00,45.081484673893314,31.7,48.1,0.0,False
sensor_3,2025-12-07T01:06:26.286746+00:00,24.639955424768267,25.6,51.1,0.65,False
sensor_1,2025-12-07T01:06:27.095317+00:00,36.670285714507166,11.0,54.8,0.62,False
sensor_2,2025-12-07T01:06:28.418132+00:00,15.35108651288514,28.9,77.3,0.26,True
sensor_3,2025-12-07T01:06:29.087111+00:00,23.305821302172404,19.9,85.2,0.0,True
sensor_1,2025-12-07T01:06:30.118700+00:00,47.95982240486946,23.9,54.9,0.76,False
sensor_2,2025-12-07T01:06:30.926279+00:00,17.479833683334178,27.6,40.1,0.43,True
sensor_3,2025-12-07T01:06:31.460549+00:00,43.107343415437484,23.4,40.3,0.71,False
sensor_1,2025-12-07T01:06:32.640010+00:00,59.60887586422339,32.6,85.4,1.47,False
sensor_2,2025-12-07T01:06:33.607163+00:00,44.778235463014724,19.9,76.7,0.21,False
sensor_3,2025-12-07T01:06:34.485899+00:00,24.846993297612876,20.8,58.2,0.24,True
sensor_1,2025-12-07T01:06:35.662997+00:00,14.677997703747138,22.7,87.6,0.58,False
sensor_2,2025-12-07T01:06:36.552068+00:00,40.490783483667784,24.7,77.0,0.32,False
sensor_3,2025-12-07T01:06:37.181745+00:00,48.585672584384064,27.0,73.3,0.0,False
sensor_1,2025-12-07T01:06:38.106476+00:00,67.58468824962893,27.2,64.2,0.0,False
sensor_2,2025-12-07T01:06:39.397868+00:00,29.299277596763858,33.5,77.6,0.53,False
sensor_3,2025-12-07T01:06:40.365573+00:00,37.4525207434164,30.2,78.4,0.0,False
sensor_1,2025-12-07T01:06:41.001801+00:00,34.57617611446698,16.7,85.7,0.0,False
sensor_2,2025-12-07T01:06:41.967558+00:00,23.276303404266248,22.0,30.4,0.0,True
sensor_3,2025-12-07T01:06:43.081808+00:00,33.878812216842135,31.4,57.5,0.44,False
sensor_1,2025-12-07T01:06:43.848790+00:00,0.0,20.0,42.1,0.18,True
sensor_2,2025-12-07T01:06:44.784298+00:00,54.83187909122264,28.3,76.5,0.79,False
sensor_3,2025-12-07T01:06:46.109582+00:00,54.27796487101802,17.6,81.8,1.02,False
sensor_1,2025-12-07T01:06:46.916132+00:00,40.84625281224455,24.6,86.7,0.0,False
sensor_2,2025-12-07T01:06:47.652585+00:00,26.129022693555044,27.4,51.6,1.52,False
sensor_3,2025-12-07T01:06:48.704491+00:00,51.43111608632608,15.6,65.8,0.03,False
sensor_1,2025-12-07T01:06:49.569643+00:00,33.82428621324363,23.6,68.6,0.82,False
sensor_2,2025-12-07T01:06:50.877941+00:00,36.08036762746813,25.7,89.0,0.4,False
sensor_3,2025-12-07T01:06:52.040960+00:00,20.121026125694264,28.4,46.3,0.0,True
sensor_1,2025-12-07T01:06:53.026264+00:00,41.48438963721738,25.5,70.6,0.44,False
sensor_2,2025-12-07T01:06:54.397771+00:00,44.48770188387439,16.3,31.3,0.35,False
sensor_3,2025-12-07T01:06:55.063982+00:00,59.310900882860594,24.6,52.2,0.03,False
sensor_1,2025-12-07T01:06:56.100089+00:00,37.92608135869576,26.5,83.0,1.11,False
sensor_2,2025-12-07T01:06:56.670669+00:00,46.34647746886558,24.1,32.6,0.0,False
sensor_3,2025-12-07T01:06:57.785954+00:00,29.185564668575186,22.1,77.7,0.72,False
sensor_1,2025-12-07T01:06:58.530648+00:00,62.78086333589289,29.5,81.7,0.08,False
sensor_2,2025-12-07T01:06:59.970788+00:00,69.96247965098812,21.4,75.6,0.08,False
sensor_3,2025-12-07T01:07:00.647910+00:00,40.73754978335152,23.4,54.6,0.68,False
sensor_1,2025-12-07T01:07:02.080884+00:00,21.169920633405244,19.1,55.2,0.28,True
sensor_2,2025-12-07T01:07:02.878518+00:00,36.16316415328181,24.3,47.2,0.0,False
sensor_3,2025-12-07T01:07:03.715193+00:00,48.27781527416676,22.6,50.3,0.42,False
sensor_1,2025-12-07T01:07:04.789194+00:00,39.342646668744095,25.3,71.1,0.84,False
sensor_2,2025-12-07T01:07:06.106382+00:00,33.258101358980205,23.6,36.5,0.2,False
sensor_3,2025-12-07T01:07:07.409867+00:00,24.8839815701965,21.4,61.0,0.0,True
sensor_1,2025-12-07T01:07:08.382899+00:00,50.59269589522197,21.6,74.0,1.23,False
sensor_2,2025-12-07T01:07:09.116114+00:00,36.36061745901768,19.3,52.7,0.84,False
sensor_3,2025-12-07T01:07:09.884184+00:00,57.80707790552543,32.9,51.7,1.01,False
sensor_1,2025-12-07T01:07:10.743452+00:00,60.880392139970894,25.4,63.4,1.05,False
sensor_2,2025-12-07T01:07:11.357383+00:00,46.67496056408885,23.6,44.4,0.71,False
sensor_3,2025-12-07T01:07:12.063085+00:00,47.471526250374275,19.0,62.9,0.42,False
sensor_1,2025-12-07T01:07:13.374918+00:00,41.40060069009838,34.3,51.6,0.58,False
sensor_2,2025-12-07T01:07:14.310297+00:00,52.42568856202967,18.5,62.9,0.97,False
sensor_3,2025-12-07T01:07:15.378526+00:00,10.010644149553109,25.2,45.2,0.18,True
sensor_1,2025-12-07T01:07:16.751957+00:00,35.156397330749904,32.9,57.8,0.24,False
sensor_2,2025-12-07T01:07:17.508424+00:00,60.992137589689605,25.3,42.6,0.57,False
sensor_3,2025-12-07T01:07:18.446066+00:00,29.82572948542586,25.1,42.9,0.0,True
sensor_1,2025-12-07T01:07:18.978116+00:00,17.93787230138552,18.4,77.5,0.31,True
sensor_2,2025-12-07T01:07:19.985401+00:00,45.65481357553456,22.5,85.6,0.0,False
sensor_3,2025-12-07T01:07:21.361541+00:00,20.839976078144534,24.5,60.2,0.03,True
sensor_1,2025-12-07T01:09:33.963292+00:00,17.81385742756501,27.7,89.6,0.0,True
sensor_2,2025-12-07T01:09:35.258908+00:00,30.111665153479528,24.6,86.4,0.0,False
sensor_3,2025-12-07T01:09:36.324092+00:00,42.38460233883538,23.2,67.0,0.0,False
sensor_1,2025-12-07T01:09:37.710719+00:00,27.7555275182419,35.3,44.4,0.37,True
sensor_2,2025-12-07T01:09:38.738693+00:00,29.805174156740037,28.3,64.8,0.0,True
sensor_3,2025-12-07T01:09:39.714751+00:00,48.4056072734228,17.2,43.3,0.0,False
sensor_1,2025-12-07T01:09:40.908433+00:00,29.533038851146976,25.1,34.9,0.0,True
sensor_2,2025-12-07T01:09:41.698631+00:00,31.313241724950785,17.2,37.9,0.0,False
sensor_3,2025-12-07T01:09:42.988520+00:00,48.250656032613605,23.3,61.4,0.17,False
sensor_1,2025-12-07T01:09:43.784058+00:00,30.951381059033814,23.5,75.3,0.0,False
sensor_2,2025-12-07T01:09:44.475855+00:00,60.67392361304195,27.7,30.7,0.12,False
sensor_3,2025-12-07T01:09:45.161081+00:00,45.27923148485296,22.1,71.4,1.06,False
sensor_1,2025-12-07T01:09:45.888863+00:00,33.17206849696809,31.8,38.6,0.05,False
sensor_2,2025-12-07T01:09:47.366471+00:00,35.974196281682445,25.3,48.9,0.8,False
sensor_3,2025-12-07T01:09:48.241682+00:00,44.39286095552483,29.7,68.8,0.0,False
sensor_1,2025-12-07T01:09:49.138734+00:00,31.83636744527586,15.5,83.9,0.0,False
sensor_2,2025-12-07T01:09:50.244374+00:00,26.779484419751064,29.6,42.6,0.11,True
sensor_3,2025-12-07T01:09:51.627443+00:00,47.70028429756594,21.2,81.9,0.0,False
sensor_1,2025-12-07T01:09:52.876498+00:00,6.853335683032505,23.7,63.9,0.59,False
sensor_2,2025-12-07T01:09:53.814819+00:00,43.72433100388428,26.2,72.8,0.12,False
sensor_3,2025-12-07T01:09:54.469678+00:00,72.12972830664505,29.8,47.6,0.16,False
sensor_1,2025-12-07T01:09:55.547201+00:00,32.720402123420826,24.3,70.6,0.21,False
sensor_2,2025-12-07T01:09:56.147513+00:00,58.16525499535243,27.1,50.4,0.19,False
sensor_3,2025-12-07T01:09:57.368355+00:00,77.89405864932579,27.4,55.7,0.0,False
sensor_1,2025-12-07T01:09:58.479797+00:00,22.7026190927113,25.5,48.3,0.34,True
sensor_2,2025-12-07T01:09:59.359151+00:00,20.896718990565873,29.0,76.7,0.63,False
sensor_3,2025-12-07T01:10:00.753875+00:00,41.19773295928429,33.8,47.6,0.59,False
sensor_1,2025-12-07T01:10:01.476706+00:00,29.272273096437445,25.6,70.7,0.0,True
sensor_2,2025-12-07T01:10:02.443127+00:00,37.560013597505005,21.7,86.7,0.45,False
sensor_3,2025-12-07T01:10:03.781916+00:00,24.168210249415743,19.1,44.2,0.26,True
sensor_1,2025-12-07T01:10:05.116410+00:00,0.0,28.9,35.5,0.3,True
sensor_2,2025-12-07T01:10:06.593631+00:00,24.494934873283967,24.8,30.5,0.52,False
sensor_3,2025-12-07T01:10:07.846195+00:00,28.33032904788343,24.0,65.6,0.32,True
sensor_1,2025-12-07T01:10:09.074362+00:00,35.11026666569928,25.2,54.5,0.19,False
sensor_2,2025-12-07T01:10:09.667881+00:00,20.234762172400334,24.7,46.9,0.0,True
sensor_3,2025-12-07T01:10:10.180641+00:00,41.848923127634166,27.0,32.8,0.34,False
sensor_1,2025-12-07T01:10:11.619175+00:00,33.11348366795765,25.2,64.1,0.72,False
sensor_2,2025-12-07T01:10:12.285536+00:00,27.859836405814114,31.0,36.3,0.57,False
sensor_3,2025-12-07T01:10:13.732793+00:00,69.86553787206734,24.5,71.2,0.0,False
sensor_1,2025-12-07T01:10:15.216063+00:00,44.318421460978676,30.4,42.6,0.0,False
sensor_2,2025-12-07T01:10:16.658157+00:00,53.42966709262946,33.6,79.3,0.6,False
sensor_3,2025-12-07T01:10:18.094980+00:00,20.804916351524255,29.1,57.7,0.96,False
sensor_1,2025-12-07T01:10:19.384750+00:00,39.50797123903291,23.9,74.2,0.27,False
sensor_2,2025-12-07T01:10:20.152582+00:00,21.99591950715561,29.8,81.8,0.65,False
sensor_3,2025-12-07T01:10:21.159921+00:00,37.7996237919772,26.0,58.7,0.0,False
sensor_1,2025-12-07T01:10:22.327630+00:00,33.12597297385203,22.1,47.0,0.0,False
sensor_2,2025-12-07T01:10:22.959663+00:00,26.760741377729893,13.9,82.3,0.0,True
sensor_3,2025-12-07T01:10:23.641616+00:00,27.31325308143729,30.1,35.1,0.0,True
sensor_1,2025-12-07T01:10:24.383966+00:00,19.772720092678277,25.0,83.3,0.0,True
sensor_2,2025-12-07T01:10:25.306735+00:00,71.56089028564527,25.3,62.7,0.0,False
sensor_3,2025-12-07T01:10:26.686721+00:00,61.88111940657302,27.5,72.9,0.09,False
sensor_1,2025-12-07T01:10:27.883812+00:00,29.198850457554663,23.7,39.9,0.49,True
sensor_2,2025-12-07T01:10:28.847011+00:00,38.17906521695295,28.0,64.6,0.8,False
sensor_3,2025-12-07T01:10:29.371840+00:00,71.23898385314706,23.8,60.5,0.33,False
sensor_1,2025-12-07T01:10:29.894318+00:00,77.59320522267404,29.0,32.3,0.0,False
sensor_2,2025-12-07T01:10:31.346418+00:00,38.42521487961245,23.5,39.9,0.0,False
sensor_3,2025-12-07T01:10:32.120577+00:00,44.45416943785332,27.8,69.8,0.34,False
sensor_1,2025-12-07T01:10:33.201714+00:00,48.26376914128822,29.9,81.9,0.42,False
sensor_2,2025-12-07T01:10:34.297327+00:00,28.490504248960676,28.4,72.7,0.78,False
sensor_3,2025-12-07T01:10:35.232173+00:00,31.149552521119418,19.2,53.1,0.0,False
sensor_1,2025-12-07T01:10:35.994278+00:00,58.399864534603,21.7,49.6,0.0,False
sensor_2,2025-12-07T01:10:37.155329+00:00,61.764593047359114,24.9,61.8,0.14,False
sensor_3,2025-12-07T01:10:38.051535+00:00,46.34885027523531,31.4,56.6,0.03,False
sensor_1,2025-12-07T01:10:39.100731+00:00,25.71688554534846,30.8,54.4,0.0,True
sensor_2,2025-12-07T01:10:40.110359+00:00,45.42914420847425,21.9,53.6,0.0,False
sensor_3,2025-12-07T01:10:41.382748+00:00,11.259617845012375,27.2,74.1,0.43,True
sensor_1,2025-12-07T01:10:41.925997+00:00,43.49157342345806,23.6,84.2,1.47,False
sensor_2,2025-12-07T01:10:43.305889+00:00,40.867945850024185,24.1,33.1,0.0,False
sensor_3,2025-12-07T01:10:44.618091+00:00,26.944812714460838,20.6,33.2,0.56,False
sensor_1,2025-12-07T01:10:45.994326+00:00,48.31729629380231,21.8,88.8,0.43,False
sensor_2,2025-12-07T01:10:47.409661+00:00,55.069131362165216,19.2,56.2,0.0,False
sensor_3,2025-12-07T01:10:48.063289+00:00,38.821998702002425,26.5,76.4,0.32,False
sensor_1,2025-12-07T01:10:49.037488+00:00,32.88512842729682,32.5,39.9,0.0,False
sensor_2,2025-12-07T01:10:50.210596+00:00,37.192907167235454,28.2,50.6,0.0,False
sensor_3,2025-12-07T01:10:51.138523+00:00,15.842967967662016,32.8,57.4,1.33,False
sensor_1,2025-12-07T01:10:52.055780+00:00,59.99677535021015,30.8,61.2,0.41,False
sensor_2,2025-12-07T01:10:53.132017+00:00,52.27078967932916,18.2,57.1,0.0,False
sensor_3,2025-12-07T01:10:53.911449+00:00,26.558043644023506,31.5,35.2,0.0,True
sensor_1,2025-12-07T01:10:54.888487+00:00,33.10517010823384,29.1,59.0,0.19,False
sensor_2,2025-12-07T01:10:55.566208+00:00,24.627436297730785,18.6,34.7,0.0,True
sensor_3,2025-12-07T01:10:56.218335+00:00,44.63971298904934,31.1,73.1,0.87,False
sensor_1,2025-12-07T01:10:57.472020+00:00,29.76371730565249,14.6,60.0,0.0,True
sensor_2,2025-12-07T01:10:58.213986+00:00,60.48223428568478,18.9,43.6,0.0,False
sensor_3,2025-12-07T01:10:58.908883+00:00,47.447037518707795,29.5,77.7,1.18,False
sensor_1,2025-12-07T01:10:59.999894+00:00,43.118470624606836,26.2,57.2,0.51,False
sensor_2,2025-12-07T01:11:01.263364+00:00,31.50966961112189,30.1,58.9,0.14,False
sensor_3,2025-12-07T01:11:02.612134+00:00,67.86801544273315,20.4,69.9,0.51,False
sensor_1,2025-12-07T01:11:03.901796+00:00,32.33697916325119,27.7,83.6,0.0,False
sensor_2,2025-12-07T01:11:04.822290+00:00,38.87249811804015,28.6,37.8,0.09,False
sensor_3,2025-12-07T01:11:05.431107+00:00,12.793909283524119,25.0,72.2,0.0,True
sensor_1,2025-12-07T01:11:06.298572+00:00,38.28650664973464,24.5,80.2,0.0,False
sensor_2,2025-12-07T01:11:07.626241+00:00,23.571238182559252,29.7,50.0,0.84,False
sensor_3,2025-12-07T01:11:08.699400+00:00,44.089794455076124,20.1,85.2,0.0,False
sensor_1,2025-12-07T01:11:09.949178+00:00,59.7937528014953,29.1,52.0,0.26,False
sensor_2,2025-12-07T01:11:10.463004+00:00,27.40636685229926,28.5,82.8,0.0,True
sensor_3,2025-12-07T01:11:11.288868+00:00,26.60627233607932,23.2,87.9,0.48,True
sensor_1,2025-12-07T01:11:12.059701+00:00,28.383551781191812,22.7,67.2,0.0,True
sensor_2,2025-12-07T01:11:13.374490+00:00,38.74396275148736,26.9,32.0,0.16,False
sensor_3,2025-12-07T01:11:14.286369+00:00,44.35957351382606,23.8,71.7,0.46,False
sensor_1,2025-12-07T01:11:14.863704+00:00,46.4692608383794,24.3,54.7,0.07,False
sensor_2,2025-12-07T01:11:16.343843+00:00,40.01018064572838,16.2,36.0,0.0,False
sensor_3,2025-12-07T01:11:17.273773+00:00,38.909024147602096,30.6,50.5,1.14,False
sensor_1,2025-12-07T01:11:18.623485+00:00,52.06260332685325,25.0,37.7,0.62,False
sensor_2,2025-12-07T01:11:19.543970+00:00,42.69571565270358,29.2,89.3,0.71,False
sensor_3,2025-12-07T01:11:20.067123+00:00,21.93281117995088,18.2,77.9,0.0,True
sensor_1,2025-12-07T01:11:20.696958+00:00,28.837680136345448,32.7,75.1,0.0,True
sensor_2,2025-12-07T01:11:21.417102+00:00,45.42714150064572,37.9,69.9,0.0,False
sensor_3,2025-12-07T01:11:22.572337+00:00,27.09700387041601,22.4,52.8,0.35,True
sensor_1,2025-12-07T01:11:23.570975+00:00,31.73896123349653,20.1,49.4,0.0,False
sensor_2,2025-12-07T01:11:24.461922+00:00,39.08926343046922,23.4,30.5,1.47,False
sensor_3,2025-12-07T01:11:24.993159+00:00,36.76222105289568,21.2,59.7,0.09,False
sensor_1,2025-12-07T01:11:26.273644+00:00,43.105474305619325,18.5,76.8,0.0,False
sensor_2,2025-12-07T01:11:27.498535+00:00,71.1079006517748,22.9,77.7,1.08,False
sensor_3,2025-12-07T01:11:28.680756+00:00,48.784822545036064,18.3,58.2,0.07,False
sensor_1,2025-12-07T01:11:30.126450+00:00,29.683037672848865,27.6,61.8,0.0,True
sensor_2,2025-12-07T01:11:30.983270+00:00,40.50953190538161,20.5,37.8,0.0,False
sensor_3,2025-12-07T01:11:32.014664+00:00,64.80366589421196,29.1,38.4,0.0,False
sensor_1,2025-12-07T01:11:33.216348+00:00,28.216643591412204,26.8,59.1,0.0,True
sensor_2,2025-12-07T01:11:34.660325+00:00,38.97681042676136,22.9,39.0,0.0,False
sensor_3,2025-12-07T01:11:35.755919+00:00,51.907542254071245,22.6,62.5,0.29,False
sensor_1,2025-12-07T01:11:36.323056+00:00,50.38566588911271,30.5,58.7,1.66,False
sensor_2,2025-12-07T01:11:36.952836+00:00,75.38015175680695,23.9,32.1,0.85,False
sensor_3,2025-12-07T01:11:37.482213+00:00,32.774710416598225,16.0,57.4,0.59,False
sensor_1,2025-12-07T01:11:38.694598+00:00,30.08224391932094,31.6,46.8,0.0,False
sensor_2,2025-12-07T01:11:39.786722+00:00,18.26295482348527,19.7,64.1,0.21,True
sensor_3,2025-12-07T01:11:40.597622+00:00,41.27858076208885,30.3,41.7,1.02,False
sensor_1,2025-12-07T01:11:41.802594+00:00,41.21839958692511,29.9,30.7,0.0,False
sensor_2,2025-12-07T01:11:42.775351+00:00,27.466259079247358,18.0,61.0,0.0,True
sensor_3,2025-12-07T01:11:43.300382+00:00,41.38872323255835,19.5,45.4,0.83,False
sensor_1,2025-12-07T01:11:44.081678+00:00,35.13497983959427,23.2,88.6,0.0,False
sensor_2,2025-12-07T01:11:45.284122+00:00,16.786882707516767,29.2,43.7,0.0,True
sensor_3,2025-12-07T01:11:46.324825+00:00,28.64953420551876,23.0,80.0,0.83,False
sensor_1,2025-12-07T01:11:47.021092+00:00,23.47633948204661,24.3,43.8,0.31,True
sensor_2,2025-12-07T01:11:48.317935+00:00,21.19075202814158,26.8,77.1,1.65,False
sensor_3,2025-12-07T01:11:49.494088+00:00,29.678524790212933,20.8,44.1,0.06,True
sensor_1,2025-12-07T01:11:50.672047+00:00,9.609202046382268,21.1,44.6,0.43,True
sensor_2,2025-12-07T01:11:51.864007+00:00,37.634119535863334,29.4,41.5,0.0,False
sensor_3,2025-12-07T01:11:53.143133+00:00,39.323695823525526,21.4,84.0,0.1,False
sensor_1,2025-12-07T01:11:54.155313+00:00,29.626568001757747,29.8,34.7,0.47,True
sensor_2,2025-12-07T01:11:55.542330+00:00,41.86618325802294,17.6,65.6,0.41,False
sensor_3,2025-12-07T01:11:56.595743+00:00,24.92767972638315,31.0,58.9,0.0,True
sensor_1,2025-12-07T01:11:57.443161+00:00,66.96770223243931,20.1,31.8,1.16,False
sensor_2,2025-12-07T01:11:58.637967+00:00,40.67130149336381,24.2,41.8,0.22,False
sensor_3,2025-12-07T01:11:59.887135+00:00,49.17818072000982,20.6,78.7,0.75,False
sensor_1,2025-12-07T01:12:01.242640+00:00,20.351750001300978,31.3,79.0,0.38,True
sensor_2,2025-12-07T01:12:02.286796+00:00,52.114982506127255,23.5,51.9,0.36,False
sensor_3,2025-12-07T01:12:03.736122+00:00,40.06752804355021,26.8,60.3,0.03,False
sensor_1,2025-12-07T01:12:04.635530+00:00,51.570798673455876,22.4,78.3,0.0,False
sensor_2,2025-12-07T01:12:05.258690+00:00,44.79664124730505,20.6,84.7,0.0,False
sensor_3,2025-12-07T01:12:06.567628+00:00,32.430698183208804,18.4,53.3,0.0,False
sensor_1,2025-12-07T01:12:07.471002+00:00,40.666847745422636,29.0,43.0,0.0,False
sensor_2,2025-12-07T01:12:08.447893+00:00,41.91170988413561,21.3,32.8,0.0,False
sensor_3,2025-12-07T01:12:09.292761+00:00,17.672058403424202,23.2,38.5,0.51,False
sensor_1,2025-12-07T01:12:10.617418+00:00,51.99213871887761,34.6,67.2,0.66,False
sensor_2,2025-12-07T01:12:11.310948+00:00,41.18721223489546,21.3,37.8,0.02,False
sensor_3,2025-12-07T01:12:12.812674+00:00,58.3232634885712,24.6,33.8,0.06,False
sensor_1,2025-12-07T01:12:13.549354+00:00,36.921638142308595,24.0,51.2,0.0,False
sensor_2,2025-12-07T01:12:14.871169+00:00,39.47489347653401,30.3,56.0,0.0,False
sensor_3,2025-12-07T01:12:15.799108+00:00,24.48181775546082,32.5,80.4,0.25,True
sensor_1,2025-12-07T01:12:16.335508+00:00,24.40195918708597,31.7,86.1,0.77,False
sensor_2,2025-12-07T01:12:17.372256+00:00,15.931079479978102,31.0,55.3,0.0,True
sensor_3,2025-12-07T01:12:18.681110+00:00,32.12393318422023,24.2,87.4,0.0,False
sensor_1,2025-12-07T01:12:19.341534+00:00,42.15235458445531,25.9,40.8,0.0,False
sensor_2,2025-12-07T01:12:20.706866+00:00,33.69647424181065,28.2,48.7,0.0,False
sensor_3,2025-12-07T01:12:21.810029+00:00,40.00409602510891,27.2,69.3,0.16,False
sensor_1,2025-12-07T01:12:22.720332+00:00,38.33267967611568,19.7,50.6,0.76,False
sensor_2,2025-12-07T01:12:23.507520+00:00,68.0181163512695,18.5,42.3,0.0,False
